"lineage","aligned_length_bp","n_ambiguous_bases","n_gaps","n_stop_codons","has_stop_codon","shorter_than_frame","in_synonymy_group"
"H_OTULET01",479,0,0,0,FALSE,FALSE,FALSE
"H_OTULET02",479,0,0,0,FALSE,FALSE,FALSE
"H_OTUMEG01",464,0,15,0,FALSE,TRUE,FALSE
"H_OTUSCO01",479,0,0,0,FALSE,FALSE,FALSE
"H_OTUSCO02",479,0,0,0,FALSE,FALSE,FALSE
"H_OTUSUN01",479,3,0,0,FALSE,FALSE,FALSE
"H_PABY01",478,1,1,0,FALSE,TRUE,TRUE
"H_PABY02",478,0,1,0,FALSE,TRUE,FALSE
"H_PABY03",478,1,1,0,FALSE,TRUE,FALSE
"H_PABY04",464,0,15,0,FALSE,TRUE,FALSE
"H_PABY06",478,0,1,0,FALSE,TRUE,FALSE
"H_PACHOM01",464,1,15,0,FALSE,TRUE,FALSE
"H_PACHOM02",464,1,15,0,FALSE,TRUE,FALSE
"H_PACHYP01",479,0,0,0,FALSE,FALSE,FALSE
"H_PACMAR01",477,0,2,0,FALSE,TRUE,FALSE
"H_PACPEC02_Haemoproteus_coatneyi",479,0,0,0,FALSE,FALSE,FALSE
"H_PACPOL01",479,0,0,0,FALSE,FALSE,TRUE
"H_PACSCH01",479,0,0,0,FALSE,FALSE,FALSE
"H_PACVAL01",477,0,2,0,FALSE,TRUE,FALSE
"H_PACVIR01",477,0,2,0,FALSE,TRUE,FALSE
"H_PADOM03",478,0,1,0,FALSE,TRUE,FALSE
"H_PADOM05_Haemoproteus_passeris",479,0,0,0,FALSE,FALSE,FALSE
"H_PADOM13",470,0,9,0,FALSE,TRUE,FALSE
"H_PADOM15",473,0,6,0,FALSE,TRUE,FALSE
"H_PADOM22",473,0,6,0,FALSE,TRUE,FALSE
"H_PADOM23",479,0,0,0,FALSE,FALSE,FALSE
"H_PADOM25",479,0,0,0,FALSE,FALSE,FALSE
"H_PADOM26",463,0,16,0,FALSE,TRUE,FALSE
"H_PADOM32",479,0,0,0,FALSE,FALSE,FALSE
"H_PADOM34",479,0,0,0,FALSE,FALSE,FALSE
"H_PADOM39",454,0,25,0,FALSE,TRUE,FALSE
"H_PADOM41",479,0,0,0,FALSE,FALSE,FALSE
"H_PAGRI01",479,0,0,0,FALSE,FALSE,FALSE
"H_PAGRI03",452,1,27,0,FALSE,TRUE,FALSE
"H_PAGRI04",479,0,0,0,FALSE,FALSE,FALSE
"H_PAGRI05",377,0,102,0,FALSE,TRUE,FALSE
"H_PAHIS1",479,0,0,0,FALSE,FALSE,FALSE
"H_PAHIS2",479,0,0,0,FALSE,FALSE,FALSE
"H_PAMEL01",479,0,0,0,FALSE,FALSE,FALSE
"H_PAMEL02",479,0,0,0,FALSE,FALSE,FALSE
"H_PAMON01",464,0,15,0,FALSE,TRUE,FALSE
"H_PAMON02",438,0,41,0,FALSE,TRUE,FALSE
"H_PAPOL01",479,0,0,0,FALSE,FALSE,FALSE
"H_PAPOL02",478,0,1,0,FALSE,TRUE,FALSE
"H_PAPOL03",478,0,1,0,FALSE,TRUE,FALSE
"H_PAPOL04",478,0,1,0,FALSE,TRUE,FALSE
"H_PARCAP02",477,0,2,0,FALSE,TRUE,FALSE
"H_PARGUL01",305,0,174,0,FALSE,TRUE,FALSE
"H_PARMON01",479,0,0,0,FALSE,FALSE,FALSE
"H_PARNOV02",353,0,126,0,FALSE,TRUE,FALSE
"H_PARPUN01",478,0,1,0,FALSE,TRUE,FALSE
"H_PARUS1_Haemoproteus_majoris",478,0,1,0,FALSE,TRUE,FALSE
"H_PARUS10",479,0,0,0,FALSE,FALSE,FALSE
"H_PARUS5",470,0,9,0,FALSE,TRUE,FALSE
"H_PARUS6",475,0,4,0,FALSE,TRUE,FALSE
"H_PARUS62",432,0,47,0,FALSE,TRUE,FALSE
"H_PARUS63",432,0,47,0,FALSE,TRUE,FALSE
"H_PARUS64",432,0,47,0,FALSE,TRUE,TRUE
"H_PARUS65",479,0,0,0,FALSE,FALSE,FALSE
"H_PARUS68",479,0,0,0,FALSE,FALSE,FALSE
"H_PARUS91",478,0,1,0,FALSE,TRUE,FALSE
"H_PARVEN01",405,0,74,0,FALSE,TRUE,TRUE
"H_PASDIF01",454,0,25,0,FALSE,TRUE,FALSE
"H_PASDIF05",449,0,30,0,FALSE,TRUE,FALSE
"H_PASDIF06",449,0,30,0,FALSE,TRUE,FALSE
"H_PASDIF07",453,0,26,0,FALSE,TRUE,FALSE
"H_PASILI01",478,0,1,0,FALSE,TRUE,FALSE
"H_PASVER05",477,0,2,0,FALSE,TRUE,FALSE
"H_PATFAS01",478,0,1,0,FALSE,TRUE,FALSE
"H_PELCAP01",449,0,30,0,FALSE,TRUE,FALSE
"H_PENBIM01",479,0,0,0,FALSE,FALSE,FALSE
"H_PENBIM02",479,0,0,0,FALSE,FALSE,FALSE
"H_PENCYA01",479,0,0,0,FALSE,FALSE,FALSE
"H_PENCYA02",479,0,0,0,FALSE,FALSE,FALSE
"H_PENCYA03",479,0,0,0,FALSE,FALSE,FALSE
"H_PENJAC01",479,0,0,0,FALSE,FALSE,FALSE
"H_PENOBS01_Haemoproteus_ortalidum",479,0,0,0,FALSE,FALSE,FALSE
"H_PERCAN06",479,0,0,0,FALSE,FALSE,FALSE
"H_PERCAN07",479,0,0,0,FALSE,FALSE,FALSE
"H_PERCAN08",479,0,0,0,FALSE,FALSE,FALSE
"H_PERCAN09",479,0,0,0,FALSE,FALSE,FALSE
"H_PERCAN10",479,0,0,0,FALSE,FALSE,FALSE
"H_PERCAN11",479,0,0,0,FALSE,FALSE,FALSE
"H_PERCAN18",477,1,2,0,FALSE,TRUE,FALSE
"H_PERCAN24",477,0,2,0,FALSE,TRUE,FALSE
"H_PERCAN25",477,0,2,0,FALSE,TRUE,FALSE
"H_PERCAN27",477,0,2,0,FALSE,TRUE,FALSE
"H_PETPET01",479,0,0,0,FALSE,FALSE,FALSE
"H_PETPET02",479,0,0,0,FALSE,FALSE,FALSE
"H_PETPYR01",478,0,1,0,FALSE,TRUE,FALSE
"H_PEUCAS01",478,0,1,0,FALSE,TRUE,FALSE
"H_PEUCAS02",478,0,1,0,FALSE,TRUE,FALSE
"H_PFC1_Haemoproteus_pallidus",470,0,9,0,FALSE,TRUE,FALSE
"H_PHALA01",467,0,12,0,FALSE,TRUE,FALSE
"H_PHAMAL01",456,0,23,0,FALSE,TRUE,FALSE
"H_PHAPAL01",479,0,0,0,FALSE,FALSE,FALSE
"H_PHASYR01",456,0,23,0,FALSE,TRUE,FALSE
"H_PHEEIS01",460,0,19,0,FALSE,TRUE,FALSE
"H_PHELUD02",477,0,2,0,FALSE,TRUE,FALSE
"H_PHELUD03",477,0,2,0,FALSE,TRUE,FALSE
"H_PHEMEL02",478,0,1,0,FALSE,TRUE,FALSE
"H_PHFRU01",465,0,14,0,FALSE,TRUE,TRUE
"H_PHFRU02",449,0,30,0,FALSE,TRUE,TRUE
"H_PHIATR01",479,0,0,0,FALSE,FALSE,FALSE
"H_PHIBUC01",479,0,0,0,FALSE,FALSE,FALSE
"H_PHICT03",479,0,0,0,FALSE,FALSE,TRUE
"H_PHIERY06",478,0,1,0,FALSE,TRUE,FALSE
"H_PHIERY07",478,0,1,1,TRUE,TRUE,FALSE
"H_PHIERY08",479,0,0,0,FALSE,FALSE,FALSE
"H_PHINO01",479,0,0,0,FALSE,FALSE,FALSE
"H_PHLNIG01",477,0,2,0,FALSE,TRUE,FALSE
"H_PHLNIG04",477,0,2,0,FALSE,TRUE,FALSE
"H_PHLNIG05",477,0,2,0,FALSE,TRUE,FALSE
"H_PHLNIG06",477,0,2,0,FALSE,TRUE,FALSE
"H_PHOBAD01",479,0,0,0,FALSE,FALSE,FALSE
"H_PHPRO01",432,0,47,0,FALSE,TRUE,FALSE
"H_PHPRO02",432,0,47,0,FALSE,TRUE,FALSE
"H_PHRATR01",479,0,0,0,FALSE,FALSE,FALSE
"H_PHRATR02",479,0,0,0,FALSE,FALSE,FALSE
"H_PHRFRU01",478,0,1,0,FALSE,TRUE,FALSE
"H_PHRFRU02",479,0,0,0,FALSE,FALSE,FALSE
"H_PHRFRU03",479,0,0,0,FALSE,FALSE,FALSE
"H_PHRFRU04",479,0,0,0,FALSE,FALSE,FALSE
"H_PHRFRU05",479,0,0,0,FALSE,FALSE,FALSE
"H_PHRFRU06",479,0,0,0,FALSE,FALSE,FALSE
"H_PHRFRU07",479,0,0,0,FALSE,FALSE,TRUE
"H_PHRFRU08",479,0,0,0,FALSE,FALSE,FALSE
"H_PHRFRU09",479,0,0,0,FALSE,FALSE,FALSE
"H_PHRFRU10",479,0,0,0,FALSE,FALSE,FALSE
"H_PHRFRU11",479,0,0,0,FALSE,FALSE,FALSE
"H_PHRFRU12",479,0,0,0,FALSE,FALSE,FALSE
"H_PHRFRU13",479,0,0,0,FALSE,FALSE,FALSE
"H_PHRFRU14",477,0,2,0,FALSE,TRUE,TRUE
"H_PHRPAT01",477,0,2,0,FALSE,TRUE,FALSE
"H_PHRPLE01",479,0,0,0,FALSE,FALSE,FALSE
"H_PHSIB1_Haemoproteus_majoris",479,0,0,0,FALSE,FALSE,FALSE
"H_PHSIB2_Haemoproteus_homopalloris",478,0,1,0,FALSE,TRUE,TRUE
"H_PHYBOR04_Haemoproteus_majoris",479,0,0,0,FALSE,FALSE,FALSE
"H_PHYNOT01",313,0,166,0,FALSE,TRUE,FALSE
"H_PHYNOT02",313,0,166,0,FALSE,TRUE,FALSE
"H_PHYRUT01",479,0,0,0,FALSE,FALSE,FALSE
"H_PIACAY01",477,0,2,0,FALSE,TRUE,FALSE
"H_PICAN02_Haemoproteus_homovelans",479,0,0,0,FALSE,FALSE,FALSE
"H_PICVAI01",479,0,0,0,FALSE,FALSE,FALSE
"H_PIOLI01_Haemoproteus_thraupi",479,3,0,0,FALSE,FALSE,FALSE
"H_PIOLI03_Haemoproteus_coatneyi",479,0,0,0,FALSE,FALSE,FALSE
"H_PIOLI04",478,0,1,0,FALSE,TRUE,FALSE
"H_PIPARC01",478,0,1,0,FALSE,TRUE,FALSE
"H_PIPBON02",477,0,2,0,FALSE,TRUE,FALSE
"H_PIPFAS10",478,0,1,0,FALSE,TRUE,FALSE
"H_PIPHA01",326,0,153,0,FALSE,TRUE,FALSE
"H_PIPMAC01",478,0,1,0,FALSE,TRUE,FALSE
"H_PIPMAC03",478,0,1,0,FALSE,TRUE,FALSE
"H_PIPMACO1",477,0,2,0,FALSE,TRUE,FALSE
"H_PIPUB01_Haemoproteus_picae",361,0,118,0,FALSE,TRUE,TRUE
"H_PIRFLA01",478,0,1,0,FALSE,TRUE,FALSE
"H_PIRFLA04",477,0,2,0,FALSE,TRUE,FALSE
"H_PIRFLA05",477,0,2,0,FALSE,TRUE,FALSE
"H_PIRFLA06",477,0,2,0,FALSE,TRUE,FALSE
"H_PIRFLA07",478,0,1,0,FALSE,TRUE,FALSE
"H_PIRFLA08",479,1,0,0,FALSE,FALSE,FALSE
"H_PIRFLA09",478,0,1,0,FALSE,TRUE,FALSE
"H_PIRFLA10",478,0,1,0,FALSE,TRUE,FALSE
"H_PIRFLA11",477,0,2,0,FALSE,TRUE,FALSE
"H_PIRLEU01",478,0,1,0,FALSE,TRUE,FALSE
"H_PIRLUD01",478,0,1,0,FALSE,TRUE,FALSE
"H_PIRLUD02",478,0,1,0,FALSE,TRUE,FALSE
"H_PIRLUD07",478,0,1,0,FALSE,TRUE,FALSE
"H_PIRLUD08",479,0,0,0,FALSE,FALSE,FALSE
"H_PIRLUD09",479,0,0,0,FALSE,FALSE,FALSE
"H_PIROLI02",477,0,2,0,FALSE,TRUE,FALSE
"H_PIROLI03",477,0,2,0,FALSE,TRUE,FALSE
"H_PIRRUB04",477,0,2,0,FALSE,TRUE,FALSE
"H_PIRUB01",479,0,0,0,FALSE,FALSE,FALSE
"H_PIRUB02",478,0,1,0,FALSE,TRUE,FALSE
"H_PIRUB03",478,0,1,0,FALSE,TRUE,FALSE
"H_PISUL01",478,0,1,0,FALSE,TRUE,FALSE
"H_PITCRI01",479,0,0,0,FALSE,FALSE,FALSE
"H_PITDIC01",479,0,0,0,FALSE,FALSE,FALSE
"H_PITDIC03",479,0,0,0,FALSE,FALSE,FALSE
"H_PITINC02",479,0,0,0,FALSE,FALSE,FALSE
"H_PITKIR01",479,0,0,0,FALSE,FALSE,FALSE
"H_PITKIR02",479,0,0,0,FALSE,FALSE,FALSE
"H_PITSUL01",411,0,68,0,FALSE,TRUE,FALSE
"H_PLAMIN01",479,0,0,0,FALSE,FALSE,FALSE
"H_PLOBAG01",479,0,0,0,FALSE,FALSE,FALSE
"H_PLOBAN01",479,0,0,0,FALSE,FALSE,FALSE
"H_PLOCU06",479,0,0,0,FALSE,FALSE,FALSE
"H_PLOCU07",479,0,0,0,FALSE,FALSE,FALSE
"H_PLOCU08",479,0,0,0,FALSE,FALSE,FALSE
"H_PLOCU09",479,1,0,0,FALSE,FALSE,FALSE
"H_PLOCUC05",449,0,30,0,FALSE,TRUE,FALSE
"H_PLOCUC07",449,0,30,0,FALSE,TRUE,FALSE
"H_PLOCUC09",449,0,30,0,FALSE,TRUE,FALSE
"H_PLOGRA01",478,0,1,0,FALSE,TRUE,FALSE
"H_PLOMEL01_Haemoproteus_homobelopolskyi",476,0,3,0,FALSE,TRUE,FALSE
"H_PLOMEL02_Haemoproteus_homobelopolskyi",476,0,3,0,FALSE,TRUE,FALSE
"H_PLOMEL03_Haemoproteus_nucleofascialis",476,0,3,0,FALSE,TRUE,FALSE
"H_PLOMEL05",479,0,0,0,FALSE,FALSE,FALSE
"H_PLONEL01",479,0,0,0,FALSE,FALSE,FALSE
"H_PLONIG01_Haemoproteus_micronuclearis",476,0,3,0,FALSE,TRUE,FALSE
"H_PLONIG02_Haemoproteus_micronuclearis",476,0,3,0,FALSE,TRUE,FALSE
"H_PLONIG03_Haemoproteus_micronuclearis",476,0,3,0,FALSE,TRUE,FALSE
"H_PLONIG07",478,0,1,0,FALSE,TRUE,FALSE
"H_PLONIG08",478,0,1,0,FALSE,TRUE,FALSE
"H_PLONIG09",478,0,1,0,FALSE,TRUE,FALSE
"H_PLOSAK01",479,0,0,0,FALSE,FALSE,FALSE
"H_PLOVEL02",447,0,32,0,FALSE,TRUE,FALSE
"H_POEATR01",479,0,0,0,FALSE,FALSE,FALSE
"H_POEATR07",477,0,2,0,FALSE,TRUE,FALSE
"H_POEATR08",477,0,2,0,FALSE,TRUE,FALSE
"H_POEATR09",477,0,2,0,FALSE,TRUE,FALSE
"H_POECAR03",477,0,2,0,FALSE,TRUE,FALSE
"H_POECAR04",477,0,2,0,FALSE,TRUE,FALSE
"H_POECAR05",477,0,2,0,FALSE,TRUE,FALSE
"H_POECER01",479,0,0,0,FALSE,FALSE,FALSE
"H_POECER02",479,0,0,0,FALSE,FALSE,FALSE
"H_POECER03",479,0,0,0,FALSE,FALSE,FALSE
"H_POECER04",479,8,0,0,FALSE,FALSE,FALSE
"H_POEHYB04",477,0,2,0,FALSE,TRUE,FALSE
"H_POEHYB05",477,0,2,0,FALSE,TRUE,FALSE
"H_POEMON01",432,0,47,0,FALSE,TRUE,FALSE
"H_POEPAL01",412,0,67,0,FALSE,TRUE,FALSE
"H_POEPAL02",408,0,71,0,FALSE,TRUE,FALSE
"H_POEPLU01",479,0,0,0,FALSE,FALSE,FALSE
"H_POESCL01",477,0,2,0,FALSE,TRUE,FALSE
"H_POLPLA01",479,0,0,0,FALSE,FALSE,FALSE
"H_POMHOR01",479,0,0,0,FALSE,FALSE,FALSE
"H_POMSUP01",477,0,2,0,FALSE,TRUE,FALSE
"H_POOHIS01",478,0,1,0,FALSE,TRUE,FALSE
"H_PORUF04",326,0,153,0,FALSE,TRUE,FALSE
"H_PRIMOL01",479,0,0,0,FALSE,FALSE,FALSE
"H_PRISOC01",305,0,174,0,FALSE,TRUE,FALSE
"H_PRISUB01",444,0,35,0,FALSE,TRUE,FALSE
"H_PROSUB01",479,0,0,0,FALSE,FALSE,FALSE
"H_PRUMOD03",479,0,0,0,FALSE,FALSE,FALSE
"H_PRUMOD04",478,0,1,0,FALSE,TRUE,FALSE
"H_PSABIF02",477,0,2,0,FALSE,TRUE,TRUE
"H_PSADEC01",305,0,174,0,FALSE,TRUE,TRUE
"H_PSAMIN01",477,0,2,0,FALSE,TRUE,FALSE
"H_PSAVIR01",261,0,218,0,FALSE,TRUE,TRUE
"H_PSAVIR02",479,1,0,0,FALSE,FALSE,FALSE
"H_PSDIS01",479,0,0,0,FALSE,FALSE,FALSE
"H_PSEWAR01",479,0,0,0,FALSE,FALSE,FALSE
"H_PSEWAR03",479,0,0,0,FALSE,FALSE,FALSE
"H_PSIKRA01",305,0,174,0,FALSE,TRUE,FALSE
"H_PSIROS01",478,0,1,0,FALSE,TRUE,FALSE
"H_PTICIN01",477,0,2,0,FALSE,TRUE,FALSE
"H_PTIMAG01",479,0,0,0,FALSE,FALSE,FALSE
"H_PTIPER01",444,0,35,0,FALSE,TRUE,FALSE
"H_PTIPER02",444,0,35,0,FALSE,TRUE,TRUE
"H_PTIPER03",479,0,0,0,FALSE,FALSE,FALSE
"H_PTIPER04",479,0,0,0,FALSE,FALSE,TRUE
"H_PTIRIV01",479,1,0,0,FALSE,FALSE,FALSE
"H_PTISUP01",479,0,0,0,FALSE,FALSE,FALSE
"H_PTISUP02",479,0,0,0,FALSE,FALSE,FALSE
"H_PTIVIC01",479,0,0,0,FALSE,FALSE,FALSE
"H_PTIVIC02",479,0,0,0,FALSE,FALSE,TRUE
"H_PUFPUF01",458,0,21,0,FALSE,TRUE,FALSE
"H_PYCBRU01",449,0,30,0,FALSE,TRUE,FALSE
"H_PYCCON01",479,0,0,0,FALSE,FALSE,FALSE
"H_PYCCON02",479,0,0,0,FALSE,FALSE,FALSE
"H_PYCCYA01",449,0,30,0,FALSE,TRUE,FALSE
"H_PYCGOI01",464,1,15,0,FALSE,TRUE,FALSE
"H_PYCLEU1",479,0,0,0,FALSE,FALSE,FALSE
"H_PYCLEU2",479,0,0,0,FALSE,FALSE,FALSE
"H_PYCMEL01",249,1,230,0,FALSE,TRUE,FALSE
"H_PYCMEL02",455,0,24,0,FALSE,TRUE,FALSE
"H_PYERY01",478,0,1,0,FALSE,TRUE,FALSE
"H_PYERY02",478,0,1,0,FALSE,TRUE,FALSE
"H_PYNJOC01",479,0,0,0,FALSE,FALSE,FALSE
"H_PYRPYR02",438,0,41,0,FALSE,TRUE,FALSE
"H_PYRRUB01",477,0,2,0,FALSE,TRUE,FALSE
"H_QUEQUE01",479,0,0,0,FALSE,FALSE,FALSE
"H_QUEQUE02",479,0,0,0,FALSE,FALSE,FALSE
"H_QUEQUE03",479,0,0,0,FALSE,FALSE,FALSE
"H_QUERY01",479,0,0,0,FALSE,FALSE,FALSE
"H_QUIMEX03",479,0,0,0,FALSE,FALSE,FALSE
"H_QUIQUI01",479,0,0,0,FALSE,FALSE,FALSE
"H_RAMCAR06",478,0,1,0,FALSE,TRUE,FALSE
"H_RAMCAR07",477,0,2,0,FALSE,TRUE,FALSE
"H_RB1_Haemoproteus_lanii",478,0,1,0,FALSE,TRUE,FALSE
"H_RBQ01",478,0,1,0,FALSE,TRUE,FALSE
"H_RBQ04",249,2,230,0,FALSE,TRUE,FALSE
"H_RBQ05",479,13,0,0,FALSE,FALSE,FALSE
"H_RBQ06",305,1,174,0,FALSE,TRUE,FALSE
"H_RBQ07",479,0,0,0,FALSE,FALSE,FALSE
"H_RBQ08",305,4,174,0,FALSE,TRUE,FALSE
"H_RBQ09",479,0,0,0,FALSE,FALSE,FALSE
"H_RBQ10",461,5,18,0,FALSE,TRUE,FALSE
"H_RBQ11_Haemoproteus_micronuclearis",479,0,0,0,FALSE,FALSE,FALSE
"H_RBQ12",442,5,37,0,FALSE,TRUE,FALSE
"H_RBQ13",479,4,0,0,FALSE,FALSE,FALSE
"H_RBQ14",479,6,0,0,FALSE,FALSE,FALSE
"H_RBS07",478,0,1,0,FALSE,TRUE,FALSE
"H_RBS1",479,0,0,0,FALSE,FALSE,FALSE
"H_RBS2_Haemoproteus_lanii",479,0,0,0,FALSE,FALSE,FALSE
"H_RBS3",479,0,0,0,FALSE,FALSE,FALSE
"H_RBS4_Haemoproteus_lanii",479,0,0,0,FALSE,FALSE,FALSE
"H_RBS5",479,0,0,0,FALSE,FALSE,FALSE
"H_REB1",479,0,0,0,FALSE,FALSE,FALSE
"H_REB2",479,0,0,0,FALSE,FALSE,FALSE
"H_REB3",479,0,0,0,FALSE,FALSE,FALSE
"H_REB4",479,0,0,0,FALSE,FALSE,FALSE
"H_REB5",479,0,0,0,FALSE,FALSE,FALSE
"H_RECOB1",479,0,0,0,FALSE,FALSE,FALSE
"H_RECOB2",479,0,0,0,FALSE,FALSE,FALSE
"H_RHALEU01",479,0,0,0,FALSE,FALSE,FALSE
"H_RHALEU02",479,0,0,0,FALSE,FALSE,FALSE
"H_RHIALB01",464,1,15,0,FALSE,TRUE,FALSE
"H_RHIALB03",479,0,0,0,FALSE,FALSE,FALSE
"H_RHIFUL01",299,0,180,0,FALSE,TRUE,FALSE
"H_RHISPI01",311,0,168,0,FALSE,TRUE,FALSE
"H_RHYSTO01",463,0,16,0,FALSE,TRUE,FALSE
"H_RIPRIP01",479,0,0,0,FALSE,FALSE,FALSE
"H_RIPRIP02",479,0,0,0,FALSE,FALSE,FALSE
"H_RIPRIP03",479,0,0,0,FALSE,FALSE,FALSE
"H_RIPRIP04",479,0,0,0,FALSE,FALSE,FALSE
"H_RIPRIP05",479,0,0,0,FALSE,FALSE,FALSE
"H_RIPRIP06",479,0,0,0,FALSE,FALSE,FALSE
"H_RIPRIP07",479,0,0,0,FALSE,FALSE,FALSE
"H_RIPRIP08",479,0,0,0,FALSE,FALSE,FALSE
"H_ROBIN1_Haemoproteus_attenuatus",479,0,0,0,FALSE,FALSE,FALSE
"H_ROFI1_Haemoproteus_magnus",479,0,0,0,FALSE,FALSE,FALSE
"H_ROFI2",479,0,0,0,FALSE,FALSE,FALSE
"H_ROFI3",479,0,0,0,FALSE,FALSE,FALSE
"H_RS1",470,0,9,0,FALSE,TRUE,FALSE
"H_RUDTURN01",440,0,39,0,FALSE,TRUE,FALSE
"H_RW1_Haemoproteus_payevskyi",478,0,1,0,FALSE,TRUE,FALSE
"H_RW2",479,0,0,0,FALSE,FALSE,FALSE
"H_RW3_Haemoproteus_belopolskyi",470,0,9,0,FALSE,TRUE,TRUE
"H_RW4",478,0,1,0,FALSE,TRUE,FALSE
"H_RW5",478,0,1,0,FALSE,TRUE,FALSE
"H_SALAUR01",477,0,2,0,FALSE,TRUE,FALSE
"H_SALMAX03",478,0,1,0,FALSE,TRUE,TRUE
"H_SANDPLOV01",440,0,39,0,FALSE,TRUE,FALSE
"H_SARCAL01",464,1,15,0,FALSE,TRUE,FALSE
"H_SAXFUL01",249,0,230,0,FALSE,TRUE,FALSE
"H_SAXFUL02",305,1,174,0,FALSE,TRUE,FALSE
"H_SCHTUR01",477,0,2,0,FALSE,TRUE,FALSE
"H_SCHVER01",477,0,2,0,FALSE,TRUE,FALSE
"H_SCLCAU01",477,0,2,0,FALSE,TRUE,FALSE
"H_SCLCAU03",478,0,1,0,FALSE,TRUE,FALSE
"H_SCYUNI01",446,1,33,0,FALSE,TRUE,FALSE
"H_SDLG01",449,0,30,0,FALSE,TRUE,FALSE
"H_SEIAUR03",285,0,194,0,FALSE,TRUE,FALSE
"H_SEIAUR05",477,0,2,0,FALSE,TRUE,FALSE
"H_SELPLA01",478,0,1,0,FALSE,TRUE,FALSE
"H_SERCIN01",479,0,0,0,FALSE,FALSE,FALSE
"H_SERCIT01",479,0,0,0,FALSE,FALSE,FALSE
"H_SERCIT02",479,0,0,0,FALSE,FALSE,FALSE
"H_SERPER01",479,0,0,0,FALSE,FALSE,FALSE
"H_SERSER01",479,0,0,0,FALSE,FALSE,FALSE
"H_SERSER02",479,0,0,0,FALSE,FALSE,FALSE
"H_SERSER03",479,0,0,0,FALSE,FALSE,FALSE
"H_SERUT01",285,0,194,0,FALSE,TRUE,FALSE
"H_SERUT02",285,0,194,0,FALSE,TRUE,TRUE
"H_SERUT03",285,0,194,0,FALSE,TRUE,FALSE
"H_SERUT04",285,0,194,0,FALSE,TRUE,TRUE
"H_SERUT05",285,0,194,0,FALSE,TRUE,TRUE
"H_SERUT06",285,0,194,0,FALSE,TRUE,FALSE
"H_SERUT07",256,1,223,0,FALSE,TRUE,FALSE
"H_SERUT08",285,2,194,0,FALSE,TRUE,FALSE
"H_SETAUD01",430,0,49,0,FALSE,TRUE,FALSE
"H_SETAUD02",420,0,59,0,FALSE,TRUE,FALSE
"H_SETAUD03",478,0,1,0,FALSE,TRUE,FALSE
"H_SETAUD04",478,0,1,0,FALSE,TRUE,FALSE
"H_SETAUD05",478,0,1,0,FALSE,TRUE,FALSE
"H_SETAUD06",475,0,4,0,FALSE,TRUE,FALSE
"H_SETAUD07",478,0,1,0,FALSE,TRUE,FALSE
"H_SETAUD08",478,0,1,0,FALSE,TRUE,FALSE
"H_SETAUD09",420,0,59,0,FALSE,TRUE,FALSE
"H_SETAUD10",478,0,1,0,FALSE,TRUE,FALSE
"H_SETAUD11",478,0,1,0,FALSE,TRUE,FALSE
"H_SETAUD12",476,0,3,0,FALSE,TRUE,FALSE
"H_SETAUD13",451,0,28,0,FALSE,TRUE,FALSE
"H_SETAUD14",478,0,1,0,FALSE,TRUE,FALSE
"H_SETAUD15",478,0,1,0,FALSE,TRUE,FALSE
"H_SETAUD16",478,0,1,0,FALSE,TRUE,FALSE
"H_SETAUD17",478,0,1,0,FALSE,TRUE,FALSE
"H_SETAUD18",471,0,8,0,FALSE,TRUE,FALSE
"H_SETAUD19",478,0,1,0,FALSE,TRUE,FALSE
"H_SETAUD20",478,0,1,0,FALSE,TRUE,FALSE
"H_SETAUD21",478,0,1,0,FALSE,TRUE,FALSE
"H_SETAUD22",373,0,106,0,FALSE,TRUE,FALSE
"H_SETCER01",479,0,0,0,FALSE,FALSE,FALSE
"H_SETCER03",479,0,0,0,FALSE,FALSE,TRUE
"H_SETCOR01",478,0,1,0,FALSE,TRUE,FALSE
"H_SETGRA01",478,0,1,0,FALSE,TRUE,FALSE
"H_SFC1_Haemoproteus_balmorali",479,0,0,0,FALSE,FALSE,FALSE
"H_SFC10",479,0,0,0,FALSE,FALSE,FALSE
"H_SFC11",479,0,0,0,FALSE,FALSE,FALSE
"H_SFC13",479,0,0,0,FALSE,FALSE,FALSE
"H_SFC3_Haemoproteus_pallidus",479,0,0,0,FALSE,FALSE,FALSE
"H_SFC4",479,0,0,0,FALSE,FALSE,FALSE
"H_SFC9",473,0,6,0,FALSE,TRUE,FALSE
"H_SHOALB02",479,0,0,0,FALSE,FALSE,FALSE
"H_SHOMAJ03",479,0,0,0,FALSE,FALSE,FALSE
"H_SIAMEX01",479,0,0,0,FALSE,FALSE,TRUE
"H_SIAMEX05",452,0,27,0,FALSE,TRUE,FALSE
"H_SICFLA01",478,0,1,0,FALSE,TRUE,FALSE
"H_SISKIN1_Haemoproteus_tartakovskyi",479,0,0,0,FALSE,FALSE,FALSE
"H_SITEUR01",479,0,0,0,FALSE,FALSE,FALSE
"H_SITGRI01",478,0,1,0,FALSE,TRUE,FALSE
"H_SITTAKRU1",432,0,47,0,FALSE,TRUE,TRUE
"H_SITTAKRU2",432,0,47,0,FALSE,TRUE,FALSE
"H_SITTEP01",479,0,0,0,FALSE,FALSE,FALSE
"H_SITTEP02",479,0,0,0,FALSE,FALSE,FALSE
"H_SITTEP03",479,0,0,0,FALSE,FALSE,FALSE
"H_SMIBRE01",470,0,9,0,FALSE,TRUE,FALSE
"H_SMIRUF01",475,0,4,0,FALSE,TRUE,FALSE
